"site","session","date","species","abundance","biomass"
"MA2",15,"13/08/2014","Hypostomus robinii",2,112
"MA2",15,"13/08/2014","Poecilia reticulata",18,1.8
"MA2",15,"13/08/2014","Anablepsoides hartii",3,1
"MA2",16,"04/11/2014","Andinoacara pulcher",11,244
"MA2",16,"04/11/2014","Astyanax bimaculatus",17,197.5
"MA2",16,"04/11/2014","Hemibrycon taeniurus",50,115
"MA2",16,"04/11/2014","Hoplias malabaricus",1,450
"MA2",16,"04/11/2014","Hypostomus robinii",1,61
"MA2",16,"04/11/2014","Poecilia reticulata",31,2.17
"MA2",16,"04/11/2014","Anablepsoides hartii",4,4
"MA2",16,"04/11/2014","Synbranchus marmoratus",1,6
"MA2",17,"10/02/2015","Agonostomus monticola",1,4
"MA2",17,"10/02/2015","Ancistrus maracasae",1,10
"MA2",17,"10/02/2015","Andinoacara pulcher",14,299.1
"MA2",17,"10/02/2015","Astyanax bimaculatus",25,350
"MA2",17,"10/02/2015","Hemibrycon taeniurus",91,168.5
"MA2",17,"10/02/2015","Hoplias malabaricus",1,550
"MA2",17,"10/02/2015","Poecilia reticulata",34,3.74
"MA2",17,"10/02/2015","Anablepsoides hartii",3,2.6
"MA2",18,"12/05/2015","Andinoacara pulcher",14,343
"MA2",18,"12/05/2015","Astyanax bimaculatus",12,227
"MA2",18,"12/05/2015","Crenicichla frenata",19,18
"MA2",18,"12/05/2015","Hemibrycon taeniurus",109,229.5
"MA2",18,"12/05/2015","Hoplias malabaricus",2,534
"MA2",18,"12/05/2015","Hypostomus robinii",2,94
"MA2",18,"12/05/2015","Poecilia reticulata",72,10.08
"MA2",18,"12/05/2015","Anablepsoides hartii",1,4
"MA2",19,"06/08/2015","Ancistrus maracasae",3,38
"MA2",19,"06/08/2015","Andinoacara pulcher",11,186
"MA2",19,"06/08/2015","Astyanax bimaculatus",13,194
"MA2",19,"06/08/2015","Crenicichla frenata",1,45
"MA2",19,"06/08/2015","Hemibrycon taeniurus",59,195
"MA2",19,"06/08/2015","Hoplias malabaricus",1,35
"MA2",19,"06/08/2015","Hypostomus robinii",2,98
"MA2",19,"06/08/2015","Poecilia reticulata",6,1.02
"MA2",19,"06/08/2015","Rhamdia quelen",1,25
"MA2",19,"06/08/2015","Anablepsoides hartii",10,3
"QU1",1,"01/02/2011","Andinoacara pulcher",5,45.7
"QU1",1,"01/02/2011","Crenicichla frenata",1,1.1
"QU1",1,"01/02/2011","Hemigrammus unilineatus",1,0.8
"QU1",1,"01/02/2011","Hypostomus robinii",2,4.5
"QU1",1,"01/02/2011","Poecilia reticulata",116,6.96
"QU1",1,"01/02/2011","Anablepsoides hartii",85,108.9
"QU1",1,"01/02/2011","Synbranchus marmoratus",1,2.6
"QU1",2,"06/06/2011","Andinoacara pulcher",14,145.2
"QU1",2,"06/06/2011","Hypostomus robinii",5,11.2
"QU1",2,"06/06/2011","Poecilia reticulata",131,15.72
"QU1",2,"06/06/2011","Anablepsoides hartii",45,56.5
"QU1",3,"02/08/2011","Crenicichla frenata",2,30.3
"QU1",3,"02/08/2011","Hypostomus robinii",3,4.5
"QU1",3,"02/08/2011","Oreochromis mossambicus",1,117
"QU1",3,"02/08/2011","Poecilia reticulata",164,16.4
"QU1",3,"02/08/2011","Anablepsoides hartii",43,91
"QU1",4,"19/10/2011","Andinoacara pulcher",4,35.4
"QU1",4,"19/10/2011","Hemigrammus unilineatus",1,1.2
"QU1",4,"19/10/2011","Hypostomus robinii",7,13.8
"QU1",4,"19/10/2011","Poecilia reticulata",91,8.19
"QU1",4,"19/10/2011","Anablepsoides hartii",23,50.9
"QU1",4,"19/10/2011","Synbranchus marmoratus",1,70
"QU1",5,"11/01/2012","Andinoacara pulcher",7,48.9
"QU1",5,"11/01/2012","Crenicichla frenata",1,4.7
"QU1",5,"11/01/2012","Poecilia reticulata",89,8.9
"QU1",5,"11/01/2012","Anablepsoides hartii",34,53.3
"QU1",6,"09/05/2012","Andinoacara pulcher",8,114.4
"QU1",6,"09/05/2012","Hypostomus robinii",3,7.6
"QU1",6,"09/05/2012","Poecilia reticulata",161,14.49
"QU1",6,"09/05/2012","Anablepsoides hartii",22,15.6
"QU1",7,"04/07/2012","Andinoacara pulcher",5,44.2
"QU1",7,"04/07/2012","Hypostomus robinii",1,10.2
"QU1",7,"04/07/2012","Poecilia reticulata",106,7.42
"QU1",7,"04/07/2012","Anablepsoides hartii",23,24.1
"QU1",8,"15/10/2012","Andinoacara pulcher",12,133.8
"QU1",8,"15/10/2012","Crenicichla frenata",1,3.3
"QU1",8,"15/10/2012","Hypostomus robinii",1,5.9
"QU1",8,"15/10/2012","Poecilia reticulata",55,6.6
"QU1",8,"15/10/2012","Anablepsoides hartii",18,51.3
"QU1",9,"15/01/2013","Hypostomus robinii",2,5
"QU1",9,"15/01/2013","Poecilia reticulata",26,2.6
"QU1",9,"15/01/2013","Anablepsoides hartii",14,20.1
"QU1",10,"23/04/2013","Andinoacara pulcher",10,52.1
"QU1",10,"23/04/2013","Crenicichla frenata",1,15
"QU1",10,"23/04/2013","Hypostomus robinii",2,2.5
"QU1",10,"23/04/2013","Poecilia reticulata",228,13.68
"QU1",10,"23/04/2013","Anablepsoides hartii",90,47.1
"QU1",11,"18/07/2013","Andinoacara pulcher",3,17
"QU1",11,"18/07/2013","Hypostomus robinii",1,6
"QU1",11,"18/07/2013","Poecilia reticulata",134,17.42
"QU1",11,"18/07/2013","Anablepsoides hartii",28,46.2
"QU1",12,"22/10/2013","Hypostomus robinii",1,2
"QU1",12,"22/10/2013","Poecilia reticulata",209,14.63
"QU1",12,"22/10/2013","Anablepsoides hartii",21,7.3
"QU1",13,"04/02/2014","Andinoacara pulcher",10,135
"QU1",13,"04/02/2014","Hypostomus robinii",3,4
"QU1",13,"04/02/2014","Poecilia reticulata",160,6.4
"QU1",13,"04/02/2014","Anablepsoides hartii",6,17.5
"QU1",14,"24/04/2014","Andinoacara pulcher",16,198.1
"QU1",14,"24/04/2014","Crenicichla frenata",1,35
"QU1",14,"24/04/2014","Hemigrammus unilineatus",1,0.6
"QU1",14,"24/04/2014","Hypostomus robinii",1,2
"QU1",14,"24/04/2014","Poecilia reticulata",257,25.7
"QU1",14,"24/04/2014","Anablepsoides hartii",18,35.4
"QU1",15,"05/08/2014","Andinoacara pulcher",25,164
"QU1",15,"05/08/2014","Crenicichla frenata",3,12
"QU1",15,"05/08/2014","Hemigrammus unilineatus",11,45.1
"QU1",15,"05/08/2014","Hypostomus robinii",1,40
"QU1",15,"05/08/2014","Poecilia reticulata",188,22.56
"QU1",15,"05/08/2014","Anablepsoides hartii",28,66.3
"QU1",16,"18/11/2014","Andinoacara pulcher",15,56
"QU1",16,"18/11/2014","Hypostomus robinii",6,6.4
"QU1",16,"18/11/2014","Oreochromis mossambicus",17,103
"QU1",16,"18/11/2014","Poecilia reticulata",146,11.68
"QU1",16,"18/11/2014","Anablepsoides hartii",34,89.2
"QU1",17,"23/02/2015","Andinoacara pulcher",54,515
"QU1",17,"23/02/2015","Crenicichla frenata",21,19
"QU1",17,"23/02/2015","Hypostomus robinii",5,13.7
"QU1",17,"23/02/2015","Poecilia reticulata",251,27.61
"QU1",17,"23/02/2015","Anablepsoides hartii",24,51.1
"QU1",18,"05/05/2015","Andinoacara pulcher",58,442.1
"QU1",18,"05/05/2015","Crenicichla frenata",5,25
"QU1",18,"05/05/2015","Hypostomus robinii",2,4
"QU1",18,"05/05/2015","Oreochromis mossambicus",1,25
"QU1",18,"05/05/2015","Poecilia reticulata",266,34.58
"QU1",18,"05/05/2015","Anablepsoides hartii",40,65.4
"QU1",19,"20/07/2015","Andinoacara pulcher",33,180.6
"QU1",19,"20/07/2015","Crenicichla frenata",4,23
"QU1",19,"20/07/2015","Hypostomus robinii",5,45.5
"QU1",19,"20/07/2015","Poecilia reticulata",323,51.68
"QU1",19,"20/07/2015","Anablepsoides hartii",34,111.1
"QU2",1,"01/02/2011","Andinoacara pulcher",10,136.1
"QU2",1,"01/02/2011","Crenicichla frenata",1,21.9
"QU2",1,"01/02/2011","Hypostomus robinii",2,4.2
"QU2",1,"01/02/2011","Poecilia reticulata",60,9
"QU2",1,"01/02/2011","Anablepsoides hartii",7,16.6
"QU2",2,"06/06/2011","Andinoacara pulcher",16,174.9
"QU2",2,"06/06/2011","Crenicichla frenata",6,20
"QU2",2,"06/06/2011","Hypostomus robinii",2,30
"QU2",2,"06/06/2011","Poecilia reticulata",127,12.7
"QU2",2,"06/06/2011","Anablepsoides hartii",10,23.5
"QU2",3,"02/08/2011","Andinoacara pulcher",18,234.1
"QU2",3,"02/08/2011","Crenicichla frenata",10,98.8
"QU2",3,"02/08/2011","Hemigrammus unilineatus",1,3.4
"QU2",3,"02/08/2011","Hypostomus robinii",1,1.4
"QU2",3,"02/08/2011","Poecilia reticulata",135,13.5
"QU2",3,"02/08/2011","Anablepsoides hartii",16,59
"QU2",4,"19/10/2011","Andinoacara pulcher",22,241.1
"QU2",4,"19/10/2011","Crenicichla frenata",2,38.1
"QU2",4,"19/10/2011","Hemigrammus unilineatus",8,17.7
"QU2",4,"19/10/2011","Hypostomus robinii",6,6.8
"QU2",4,"19/10/2011","Poecilia reticulata",84,6.72
"QU2",4,"19/10/2011","Anablepsoides hartii",12,31.9
"QU2",5,"11/01/2012","Andinoacara pulcher",14,136.2
"QU2",5,"11/01/2012","Crenicichla frenata",2,19
"QU2",5,"11/01/2012","Hemigrammus unilineatus",60,116.7
"QU2",5,"11/01/2012","Poecilia reticulata",70,4.2
"QU2",5,"11/01/2012","Anablepsoides hartii",11,30.7
"QU2",6,"08/05/2012","Crenicichla frenata",1,3.7
"QU2",6,"08/05/2012","Hemigrammus unilineatus",4,8.9
"QU2",6,"08/05/2012","Hypostomus robinii",2,7.1
"QU2",6,"08/05/2012","Poecilia reticulata",291,20.37
"QU2",6,"08/05/2012","Anablepsoides hartii",10,28.5
"QU2",7,"04/07/2012","Andinoacara pulcher",13,160.3
"QU2",7,"04/07/2012","Crenicichla frenata",1,61.5
"QU2",7,"04/07/2012","Hemigrammus unilineatus",4,6
"QU2",7,"04/07/2012","Poecilia reticulata",136,13.6
"QU2",7,"04/07/2012","Anablepsoides hartii",6,23.6
"QU2",8,"15/10/2012","Andinoacara pulcher",7,110.2
"QU2",8,"15/10/2012","Crenicichla frenata",1,22.4
"QU2",8,"15/10/2012","Hypostomus robinii",4,6
"QU2",8,"15/10/2012","Poecilia reticulata",55,3.3
"QU2",8,"15/10/2012","Anablepsoides hartii",13,43.1
"QU2",9,"15/01/2013","Andinoacara pulcher",3,15.3
"QU2",9,"15/01/2013","Hemigrammus unilineatus",2,4.5
"QU2",9,"15/01/2013","Poecilia reticulata",95,3.8
"QU2",9,"15/01/2013","Anablepsoides hartii",5,5.2
"QU2",10,"23/04/2013","Andinoacara pulcher",9,126.2
"QU2",10,"23/04/2013","Poecilia reticulata",579,68.11
"QU2",10,"23/04/2013","Anablepsoides hartii",13,32
"QU2",11,"18/07/2013","Andinoacara pulcher",3,51
"QU2",11,"18/07/2013","Crenicichla frenata",2,14
"QU2",11,"18/07/2013","Poecilia reticulata",247,32.11
"QU2",11,"18/07/2013","Anablepsoides hartii",8,10.5
"QU2",12,"22/10/2013","Andinoacara pulcher",1,36
"QU2",12,"22/10/2013","Hemigrammus unilineatus",3,5.6
"QU2",12,"22/10/2013","Poecilia reticulata",214,27.82
"QU2",12,"22/10/2013","Anablepsoides hartii",5,16.5
"QU2",13,"04/02/2014","Andinoacara pulcher",3,27
"QU2",13,"04/02/2014","Crenicichla frenata",1,3.5
"QU2",13,"04/02/2014","Hypostomus robinii",10,70.5
"QU2",13,"04/02/2014","Poecilia reticulata",154,16.94
"QU2",13,"04/02/2014","Anablepsoides hartii",5,17.2
"QU2",14,"24/04/2014","Andinoacara pulcher",5,91.5
"QU2",14,"24/04/2014","Crenicichla frenata",5,20.5
"QU2",14,"24/04/2014","Hypostomus robinii",17,50.1
"QU2",14,"24/04/2014","Poecilia reticulata",250,15
"QU2",14,"24/04/2014","Anablepsoides hartii",33,30.9
"QU2",15,"05/08/2014","Andinoacara pulcher",11,109.5
"QU2",15,"05/08/2014","Crenicichla frenata",4,29.5
"QU2",15,"05/08/2014","Hemigrammus unilineatus",3,4
"QU2",15,"05/08/2014","Hypostomus robinii",2,17
"QU2",15,"05/08/2014","Poecilia reticulata",228,18.24
"QU2",15,"05/08/2014","Anablepsoides hartii",15,18.7
"QU2",16,"20/11/2014","Andinoacara pulcher",4,14
"QU2",16,"20/11/2014","Hypostomus robinii",1,1.5
"QU2",16,"20/11/2014","Oreochromis mossambicus",8,22
"QU2",16,"20/11/2014","Poecilia reticulata",30,3.3
"QU2",16,"20/11/2014","Anablepsoides hartii",5,13
"QU2",17,"23/02/2015","Andinoacara pulcher",27,226.6
"QU2",17,"23/02/2015","Crenicichla frenata",3,28
"QU2",17,"23/02/2015","Hemigrammus unilineatus",8,18.5
"QU2",17,"23/02/2015","Hypostomus robinii",8,53
"QU2",17,"23/02/2015","Oreochromis mossambicus",6,263
"QU2",17,"23/02/2015","Poecilia reticulata",35,4.2
"QU2",17,"23/02/2015","Anablepsoides hartii",28,21.1
"QU2",18,"05/05/2015","Andinoacara pulcher",28,291
"QU2",18,"05/05/2015","Crenicichla frenata",5,39
"QU2",18,"05/05/2015","Hemigrammus unilineatus",3,10
"QU2",18,"05/05/2015","Hypostomus robinii",1,6
"QU2",18,"05/05/2015","Oreochromis mossambicus",4,171
"QU2",18,"05/05/2015","Poecilia reticulata",227,31.78
"QU2",18,"05/05/2015","Anablepsoides hartii",32,7.2
"QU2",19,"20/07/2015","Andinoacara pulcher",41,344.3
"QU2",19,"20/07/2015","Crenicichla frenata",5,33
"QU2",19,"20/07/2015","Hypostomus robinii",6,51.2
"QU2",19,"20/07/2015","Poecilia reticulata",371,51.94
"QU2",19,"20/07/2015","Anablepsoides hartii",59,55.2
"QU2",19,"20/07/2015","Synbranchus marmoratus",1,23
"TU1",1,"26/01/2011","Andinoacara pulcher",8,27.1
"TU1",1,"26/01/2011","Astyanax bimaculatus",25,103.5
"TU1",1,"26/01/2011","Corynopoma riisei",42,13.8
"TU1",1,"26/01/2011","Hemibrycon taeniurus",8,14.6
"TU1",1,"26/01/2011","Hoplias malabaricus",2,422.4
"TU1",1,"26/01/2011","Hypostomus robinii",4,182.2
"TU1",1,"26/01/2011","Odontostilbe pulchra",2,0.4
"TU1",1,"26/01/2011","Poecilia reticulata",9,1.17
"TU1",1,"26/01/2011","Rhamdia quelen",1,37.3
"TU1",1,"26/01/2011","Anablepsoides hartii",15,9.3
"TU1",2,"27/05/2011","Andinoacara pulcher",10,43.8
"TU1",2,"27/05/2011","Astyanax bimaculatus",56,424.7
"TU1",2,"27/05/2011","Corynopoma riisei",63,31.4
"TU1",2,"27/05/2011","Hemibrycon taeniurus",6,21.6
"TU1",2,"27/05/2011","Hoplias malabaricus",2,7.7
"TU1",2,"27/05/2011","Hypostomus robinii",8,230.8
"TU1",2,"27/05/2011","Odontostilbe pulchra",30,15.8
"TU1",2,"27/05/2011","Poecilia reticulata",33,2.97
"TU1",2,"27/05/2011","Rhamdia quelen",3,234.2
"TU1",2,"27/05/2011","Roeboides dientonito",5,4.8
"TU1",3,"03/08/2011","Andinoacara pulcher",1,13.6
"TU1",3,"03/08/2011","Astyanax bimaculatus",10,69.3
"TU1",3,"03/08/2011","Corydoras aeneus",18,11.2
"TU1",3,"03/08/2011","Corynopoma riisei",18,12
"TU1",3,"03/08/2011","Hemibrycon taeniurus",7,13.2
"TU1",3,"03/08/2011","Hoplias malabaricus",3,47
"TU1",3,"03/08/2011","Hypostomus robinii",1,1.5
"TU1",3,"03/08/2011","Odontostilbe pulchra",3,1.8
"TU1",3,"03/08/2011","Poecilia reticulata",19,2.09
"TU1",3,"03/08/2011","Rhamdia quelen",3,231.1
"TU1",4,"03/11/2011","Astyanax bimaculatus",11,75.6
"TU1",4,"03/11/2011","Corynopoma riisei",15,8.4
"TU1",4,"03/11/2011","Hemibrycon taeniurus",7,19.9
"TU1",4,"03/11/2011","Hoplias malabaricus",1,102.9
"TU1",4,"03/11/2011","Hypostomus robinii",1,24.9
"TU1",4,"03/11/2011","Odontostilbe pulchra",4,4.1
"TU1",4,"03/11/2011","Poecilia reticulata",24,2.16
"TU1",4,"03/11/2011","Anablepsoides hartii",2,0.5
"TU1",4,"03/11/2011","Roeboides dientonito",5,7.3
"TU1",4,"03/11/2011","Steindachnerina argentea",1,12.5
"TU1",5,"13/01/2012","Andinoacara pulcher",8,17.7
"TU1",5,"13/01/2012","Astyanax bimaculatus",14,120.5
"TU1",5,"13/01/2012","Cichlasoma taenia",3,16.7
"TU1",5,"13/01/2012","Corynopoma riisei",7,4.7
"TU1",5,"13/01/2012","Hemibrycon taeniurus",7,20.9
"TU1",5,"13/01/2012","Hoplias malabaricus",1,135.2
"TU1",5,"13/01/2012","Hypostomus robinii",3,68.8
"TU1",5,"13/01/2012","Poecilia reticulata",17,2.55
"TU1",5,"13/01/2012","Rhamdia quelen",2,330.3
"TU1",5,"13/01/2012","Anablepsoides hartii",10,6
"TU1",5,"13/01/2012","Synbranchus marmoratus",1,3.2
"TU1",6,"16/05/2012","Andinoacara pulcher",3,12.7
"TU1",6,"16/05/2012","Astyanax bimaculatus",10,93.3
"TU1",6,"16/05/2012","Corynopoma riisei",11,9
"TU1",6,"16/05/2012","Hemibrycon taeniurus",8,23.3
"TU1",6,"16/05/2012","Hypostomus robinii",9,117.3
"TU1",6,"16/05/2012","Odontostilbe pulchra",20,21.2
"TU1",6,"16/05/2012","Poecilia reticulata",73,4.38
"TU1",6,"16/05/2012","Rhamdia quelen",2,58.6
"TU1",6,"16/05/2012","Anablepsoides hartii",2,0.6
"TU1",6,"16/05/2012","Roeboides dientonito",1,2.7
"TU1",6,"16/05/2012","Synbranchus marmoratus",1,90
"TU1",7,"09/07/2012","Andinoacara pulcher",4,30.8
"TU1",7,"09/07/2012","Astyanax bimaculatus",33,367.6
"TU1",7,"09/07/2012","Corynopoma riisei",4,3.7
"TU1",7,"09/07/2012","Gymnotus carapo",1,29.5
"TU1",7,"09/07/2012","Hemibrycon taeniurus",6,16.2
"TU1",7,"09/07/2012","Hypostomus robinii",7,13
"TU1",7,"09/07/2012","Odontostilbe pulchra",3,3.5
"TU1",7,"09/07/2012","Poecilia reticulata",73,8.03
"TU1",7,"09/07/2012","Rhamdia quelen",1,42.6
"TU1",7,"09/07/2012","Anablepsoides hartii",1,0.3
"TU1",7,"09/07/2012","Roeboides dientonito",1,2.5
"TU1",8,"08/11/2012","Andinoacara pulcher",2,0.4
"TU1",8,"08/11/2012","Astyanax bimaculatus",41,368.5
"TU1",8,"08/11/2012","Corynopoma riisei",11,4.8
"TU1",8,"08/11/2012","Hemibrycon taeniurus",4,12
"TU1",8,"08/11/2012","Hoplias malabaricus",1,2
"TU1",8,"08/11/2012","Hypostomus robinii",11,139.2
"TU1",8,"08/11/2012","Odontostilbe pulchra",17,4.9
"TU1",8,"08/11/2012","Poecilia reticulata",32,4.48
"TU1",8,"08/11/2012","Rhamdia quelen",2,20.3
"TU1",8,"08/11/2012","Anablepsoides hartii",2,0.3
"TU1",8,"08/11/2012","Roeboides dientonito",3,6
"TU1",9,"24/01/2013","Andinoacara pulcher",1,9
"TU1",9,"24/01/2013","Astyanax bimaculatus",4,23.3
"TU1",9,"24/01/2013","Corynopoma riisei",10,7.1
"TU1",9,"24/01/2013","Hemibrycon taeniurus",6,11.5
"TU1",9,"24/01/2013","Hypostomus robinii",5,14.8
"TU1",9,"24/01/2013","Odontostilbe pulchra",9,2.8
"TU1",9,"24/01/2013","Poecilia reticulata",28,3.64
"TU1",9,"24/01/2013","Rhamdia quelen",6,241
"TU1",9,"24/01/2013","Anablepsoides hartii",14,5.4
"TU1",10,"08/05/2013","Andinoacara pulcher",3,18
"TU1",10,"08/05/2013","Astyanax bimaculatus",6,92
"TU1",10,"08/05/2013","Corynopoma riisei",16,12.6
"TU1",10,"08/05/2013","Hemibrycon taeniurus",4,14.5
"TU1",10,"08/05/2013","Hoplias malabaricus",1,124
"TU1",10,"08/05/2013","Hypostomus robinii",34,40.8
"TU1",10,"08/05/2013","Poecilia reticulata",60,6.6
"TU1",10,"08/05/2013","Rhamdia quelen",4,88
"TU1",10,"08/05/2013","Anablepsoides hartii",1,0.3
"TU1",11,"22/07/2013","Andinoacara pulcher",1,15
"TU1",11,"22/07/2013","Astyanax bimaculatus",17,53.4
"TU1",11,"22/07/2013","Corynopoma riisei",17,12.3
"TU1",11,"22/07/2013","Hemibrycon taeniurus",4,7.8
"TU1",11,"22/07/2013","Hoplias malabaricus",8,72.7
"TU1",11,"22/07/2013","Odontostilbe pulchra",1,0.2
"TU1",11,"22/07/2013","Poecilia reticulata",31,4.34
"TU1",11,"22/07/2013","Rhamdia quelen",5,683
"TU1",11,"22/07/2013","Anablepsoides hartii",1,0.3
"TU1",11,"22/07/2013","Synbranchus marmoratus",1,2
"TU1",12,"12/11/2013","Astyanax bimaculatus",11,71
"TU1",12,"12/11/2013","Corynopoma riisei",3,2.2
"TU1",12,"12/11/2013","Hemibrycon taeniurus",6,9
"TU1",12,"12/11/2013","Hoplias malabaricus",1,150
"TU1",12,"12/11/2013","Hypostomus robinii",4,5.5
"TU1",12,"12/11/2013","Poecilia reticulata",20,1.8
"TU1",13,"22/01/2014","Andinoacara pulcher",1,3
"TU1",13,"22/01/2014","Astyanax bimaculatus",9,103.5
"TU1",13,"22/01/2014","Corynopoma riisei",15,5.3
"TU1",13,"22/01/2014","Hemibrycon taeniurus",1,1.5
"TU1",13,"22/01/2014","Hoplias malabaricus",1,450
"TU1",13,"22/01/2014","Hypostomus robinii",6,6
"TU1",13,"22/01/2014","Poecilia reticulata",16,1.76
"TU1",13,"22/01/2014","Rhamdia quelen",2,29
"TU1",13,"22/01/2014","Anablepsoides hartii",49,14.9
"TU1",14,"30/04/2014","Andinoacara pulcher",4,74
"TU1",14,"30/04/2014","Astyanax bimaculatus",29,265
"TU1",14,"30/04/2014","Corynopoma riisei",38,25.1
"TU1",14,"30/04/2014","Crenicichla frenata",3,4
"TU1",14,"30/04/2014","Hemibrycon taeniurus",12,51
"TU1",14,"30/04/2014","Hoplias malabaricus",3,39
"TU1",14,"30/04/2014","Hypostomus robinii",16,8.5
"TU1",14,"30/04/2014","Odontostilbe pulchra",3,3.2
"TU1",14,"30/04/2014","Poecilia reticulata",90,9.9
"TU1",14,"30/04/2014","Anablepsoides hartii",7,2.4
"TU1",15,"06/08/2014","Andinoacara pulcher",22,169
"TU1",15,"06/08/2014","Astyanax bimaculatus",36,556
"TU1",15,"06/08/2014","Corynopoma riisei",56,51.5
"TU1",15,"06/08/2014","Crenicichla frenata",3,45
"TU1",15,"06/08/2014","Hemibrycon taeniurus",8,30
"TU1",15,"06/08/2014","Hemigrammus unilineatus",1,2
"TU1",15,"06/08/2014","Hoplias malabaricus",2,25
"TU1",15,"06/08/2014","Odontostilbe pulchra",4,3.8
"TU1",15,"06/08/2014","Poecilia reticulata",68,6.8
"TU1",15,"06/08/2014","Rhamdia quelen",1,60
"TU1",15,"06/08/2014","Anablepsoides hartii",8,7.6
"TU1",15,"06/08/2014","Roeboides dientonito",9,20.3
"TU1",16,"05/12/2014","Andinoacara pulcher",1,8
"TU1",16,"05/12/2014","Astyanax bimaculatus",10,106
"TU1",16,"05/12/2014","Corynopoma riisei",3,2.6
"TU1",16,"05/12/2014","Hemibrycon taeniurus",6,13.1
"TU1",16,"05/12/2014","Hoplias malabaricus",2,57
"TU1",16,"05/12/2014","Hypostomus robinii",1,10
"TU1",16,"05/12/2014","Odontostilbe pulchra",2,2
"TU1",16,"05/12/2014","Poecilia reticulata",10,1.3
"TU1",16,"05/12/2014","Rhamdia quelen",1,34
"TU1",16,"05/12/2014","Anablepsoides hartii",8,3.7
"TU1",16,"05/12/2014","Roeboides dientonito",1,3
"TU1",17,"11/02/2015","Andinoacara pulcher",8,79
"TU1",17,"11/02/2015","Astyanax bimaculatus",112,1093
"TU1",17,"11/02/2015","Corynopoma riisei",43,30.5
"TU1",17,"11/02/2015","Hemibrycon taeniurus",26,91.5
"TU1",17,"11/02/2015","Hoplias malabaricus",1,60
"TU1",17,"11/02/2015","Hypostomus robinii",7,16
"TU1",17,"11/02/2015","Odontostilbe pulchra",13,11.5
"TU1",17,"11/02/2015","Poecilia reticulata",129,14.19
"TU1",17,"11/02/2015","Anablepsoides hartii",2,4
"TU1",17,"11/02/2015","Synbranchus marmoratus",1,27
"TU1",18,"11/05/2015","Andinoacara pulcher",24,123.3
"TU1",18,"11/05/2015","Astyanax bimaculatus",32,329
"TU1",18,"11/05/2015","Cichlasoma taenia",1,3
"TU1",18,"11/05/2015","Corynopoma riisei",26,22.4
"TU1",18,"11/05/2015","Crenicichla frenata",11,23.5
"TU1",18,"11/05/2015","Hemibrycon taeniurus",9,24
"TU1",18,"11/05/2015","Hemigrammus unilineatus",1,1
"TU1",18,"11/05/2015","Hoplias malabaricus",3,32
"TU1",18,"11/05/2015","Hypostomus robinii",14,18.5
"TU1",18,"11/05/2015","Odontostilbe pulchra",1,1
"TU1",18,"11/05/2015","Poecilia reticulata",253,22.77
"TU1",18,"11/05/2015","Anablepsoides hartii",1,0.1
"TU1",18,"11/05/2015","Roeboides dientonito",1,3
"TU1",19,"22/07/2015","Andinoacara pulcher",13,91
"TU1",19,"22/07/2015","Astyanax bimaculatus",22,269.5
"TU1",19,"22/07/2015","Corynopoma riisei",10,9
"TU1",19,"22/07/2015","Crenicichla frenata",3,13
"TU1",19,"22/07/2015","Hemibrycon taeniurus",5,17
"TU1",19,"22/07/2015","Hoplias malabaricus",2,52
"TU1",19,"22/07/2015","Hypostomus robinii",18,271.6
"TU1",19,"22/07/2015","Odontostilbe pulchra",1,2
"TU1",19,"22/07/2015","Poecilia reticulata",86,8.6
"TU1",19,"22/07/2015","Rhamdia quelen",3,68
"TU1",19,"22/07/2015","Anablepsoides hartii",4,0.7
"TU1",19,"22/07/2015","Roeboides dientonito",2,4.5
"TU2",1,"26/01/2011","Astyanax bimaculatus",17,238.5
"TU2",1,"26/01/2011","Corynopoma riisei",1,0.8
"TU2",1,"26/01/2011","Hemibrycon taeniurus",23,42
"TU2",1,"26/01/2011","Hoplias malabaricus",1,61.5
"TU2",1,"26/01/2011","Poecilia reticulata",38,4.94
"TU2",1,"26/01/2011","Rhamdia quelen",2,72.2
"TU2",1,"26/01/2011","Anablepsoides hartii",2,0.8
"TU2",2,"27/05/2011","Astyanax bimaculatus",19,162.5
"TU2",2,"27/05/2011","Corynopoma riisei",1,1.1
"TU2",2,"27/05/2011","Hemibrycon taeniurus",22,76.4
"TU2",2,"27/05/2011","Hoplias malabaricus",1,165.6
"TU2",2,"27/05/2011","Poecilia reticulata",113,9.04
"TU2",2,"27/05/2011","Rhamdia quelen",1,165.6
"TU2",2,"27/05/2011","Anablepsoides hartii",1,0.7
"TU2",3,"03/08/2011","Astyanax bimaculatus",12,134.8
"TU2",3,"03/08/2011","Hemibrycon taeniurus",19,80.7
"TU2",3,"03/08/2011","Hoplias malabaricus",2,291
"TU2",3,"03/08/2011","Poecilia reticulata",99,7.92
"TU2",3,"03/08/2011","Rhamdia quelen",2,89.1
"TU2",4,"03/11/2011","Astyanax bimaculatus",9,129.9
"TU2",4,"03/11/2011","Hemibrycon taeniurus",19,70.8
"TU2",4,"03/11/2011","Poecilia reticulata",21,2.52
"TU2",4,"03/11/2011","Rhamdia quelen",2,55.1
"TU2",5,"13/01/2012","Astyanax bimaculatus",7,69.7
"TU2",5,"13/01/2012","Hemibrycon taeniurus",21,71.4
"TU2",5,"13/01/2012","Hoplias malabaricus",1,150
